deliverer_id,delivery_zone,monthly_apply_range,subscripcion_type,paid_price,customer_size,menu,delay_time
39,II,11,Semestral,32.16139876581329,1,Japanese,10.618373127404888
65,VI,16,FreePrepaid,25.75380809244585,3,Japanese,9.995218274297397
32,I,11,Semestral,26.42286056322856,2,French,13.881475700162348
46,II,17,Yearly,20.181699727051495,3,Mexican,6.3599621437001375
17,VI,12,FreePrepaid,11.827791740472122,3,Indian,6.779478015344218
84,I,7,Monthly,26.120490884014735,3,Japanese,4.819279189790024
30,VI,9,Monthly,15.878637320561218,4,French,12.8714743841322
61,I,19,FreePrepaid,36.81219403148503,4,Asian,2.3611990114695214
55,VIII,18,FreePrepaid,26.444637585195483,3,Indian,8.548705683898273
10,IV,21,Trimestral,25.760897594199268,5,Asian,7.889157358787612
94,VIII,13,FreePrepaid,19.011218322824767,2,Japanese,7.647731997145835
72,V,12,FreePrepaid,27.610110689126145,4,Indian,14.178516879614548
50,IV,12,Trimestral,21.627279801306404,3,Indian,9.164465201661175
16,I,17,Yearly,31.493719172732778,3,Japanese,6.1835762180899625
19,VIII,14,Semestral,30.550543798812114,2,Japanese,10.875585377889424
39,V,15,Semestral,20.824303994786955,4,Indian,10.54744220772654
78,V,18,Trimestral,34.40934739876544,7,Asian,7.54690356885355
78,IV,20,Yearly,22.044577978200653,2,Asian,13.821189299992884
51,I,14,FreePrepaid,39.76254817735499,2,Japanese,12.610318279156463
64,I,14,Yearly,27.067476183918366,2,Asian,9.064024999990492
84,VIII,12,Trimestral,26.757556231478777,5,Japanese,7.5068697457751785
9,V,17,FreePrepaid,37.47555896366427,4,Mexican,10.734646436498553
56,II,13,Yearly,33.90813035879495,1,Italian,7.846587572745416
21,VIII,12,Semestral,29.86056365446658,4,Italian,8.926994253706612
68,III,14,Monthly,15.911902815230457,4,Mexican,1.6259830123462695
26,VI,17,Trimestral,19.1363025753012,2,Italian,13.36270669661334
4,IV,18,FreePrepaid,42.115353163580124,3,Indian,15.911271019024403
95,III,17,Trimestral,17.100076789909323,4,Indian,1.2463513017132488
2,I,18,Trimestral,35.038214955046,2,French,5.361826494838301
7,III,17,Yearly,2.205617034663355,3,Japanese,18.198906158577465
0,IV,24,Yearly,9.157112334795933,2,Indian,11.82356915994823
17,VI,16,Semestral,44.91265428055726,2,Mexican,10.952457383020128
90,V,14,FreePrepaid,46.19459310513881,4,Mexican,11.528214591584067
54,II,18,Trimestral,29.484178222052588,3,French,5.554363956837505
98,VIII,21,Trimestral,28.3509187670141,3,Indian,14.19962773513976
3,V,23,Monthly,34.708773980381956,3,French,5.912908374352787
67,IV,16,Yearly,46.18242335462632,5,Indian,7.602627926541299
49,I,20,FreePrepaid,11.398431051845554,6,Asian,11.435034075018986
11,II,19,FreePrepaid,39.74739647837611,2,Mexican,3.623556187891781
28,VIII,25,Semestral,39.25073146488007,4,French,14.78811834097084
48,II,16,Yearly,17.41719845462465,1,Italian,9.727285831930804
25,VI,12,FreePrepaid,22.642192118708174,1,Asian,14.705960513190561
6,II,20,Trimestral,29.63515042926383,6,Indian,7.76168548265351
40,IV,11,FreePrepaid,20.3998588801874,5,Mexican,7.4636356355714675
8,III,15,Semestral,18.986283866180617,3,Indian,7.743819723177072
13,I,13,FreePrepaid,23.209899828241166,2,Mexican,6.678472162484034
54,III,17,Semestral,8.08038781135187,3,Indian,5.396555228872854
94,IV,18,Yearly,25.3703370498585,3,Mexican,13.52281541746796
79,IV,14,Yearly,48.51515857806278,2,Italian,11.612719937138834
85,VI,15,Monthly,36.971695791870395,8,Italian,7.002320220857724
18,III,21,FreePrepaid,28.43115988464031,5,Indian,7.529098051897282
59,IV,11,Monthly,20.76225061089402,3,Indian,6.822435209429921
70,VIII,18,Trimestral,19.12546271267068,3,Mexican,5.789175380362013
33,IV,17,Monthly,16.942606463647465,1,Mexican,16.83167152697186
17,VIII,13,Monthly,26.508989722714375,2,Indian,13.183637771050847
53,IV,17,Monthly,40.251016604657465,3,Indian,8.323856685115864
22,VIII,14,Trimestral,15.29679761245843,2,French,10.743946717917362
97,VI,24,Yearly,37.08397536654964,3,French,13.934225334389561
15,III,12,FreePrepaid,39.98371980179202,3,Mexican,17.192126392213233
55,I,10,FreePrepaid,18.752519472295848,8,Mexican,10.32383754471628
27,III,18,Trimestral,27.174813488131647,2,Indian,6.68100313264782
37,V,17,Trimestral,29.798560376018767,4,Italian,5.969489778241454
31,I,14,Semestral,26.080013722225377,4,French,9.867726627310136
47,VI,15,FreePrepaid,23.790289031125468,3,Asian,10.70841593656456
12,VIII,13,Monthly,33.22418350216195,5,Indian,6.751569720610188
5,IV,18,Trimestral,25.13488365666141,5,Italian,10.011225664338557
98,I,15,FreePrepaid,29.318459436412326,1,Asian,6.508918007234108
64,VIII,18,Monthly,38.76770763943101,4,Mexican,11.379525686191027
15,V,12,Trimestral,32.23252330075112,2,Mexican,14.815828737372204
31,IV,17,Trimestral,17.35132638410243,2,Italian,10.140720044034456
32,III,16,FreePrepaid,34.04249436919242,5,Mexican,5.585558022755166
62,III,7,FreePrepaid,46.74587027165646,3,French,12.107064249413494
94,III,10,FreePrepaid,22.01117851952441,2,French,15.24806345022894
94,V,12,Yearly,11.60993628255431,4,Italian,12.629234163628986
22,III,14,FreePrepaid,24.523812652433683,4,Japanese,6.256877884496969
6,II,8,Monthly,43.01131171555953,2,Japanese,11.012230955525228
88,III,17,Trimestral,21.213069188227422,4,French,7.573300956784157
73,IV,18,Semestral,30.18649634944352,4,Asian,9.117046469535339
74,II,15,Trimestral,9.998958584500313,2,French,10.738514032732684
68,V,16,Yearly,37.3795740979474,3,Japanese,9.797043613152356
77,IV,18,Yearly,15.702425326070122,1,Indian,6.701402967062007
60,III,17,Semestral,50.988555557297715,2,Asian,10.09690053772555
84,I,18,Trimestral,13.274969398147281,3,French,10.814730606257077
66,III,15,Trimestral,20.396021176885505,3,Indian,9.094298929938708
96,IV,16,Trimestral,26.864002237520086,1,Italian,10.707641306912265
87,III,19,Semestral,9.679106921087149,3,Mexican,12.652057519074802
49,V,19,Monthly,20.130131637536024,4,Indian,7.764545459536929
96,II,26,Yearly,28.8219104832697,4,Asian,20.969715325931773
79,VIII,18,Trimestral,38.44476136471454,3,French,6.074804556234845
72,I,15,Yearly,15.341607123100152,3,French,8.702234032740222
4,VI,12,Yearly,40.01795194056709,5,Mexican,10.214023714672486
13,III,12,FreePrepaid,11.772289477383783,3,French,8.375125379900805
9,VIII,15,FreePrepaid,18.40414657297144,3,Japanese,16.19213919891371
25,II,16,Trimestral,15.420726387966956,1,Japanese,7.1382968227737305
60,V,12,Yearly,22.4741283372166,2,Italian,13.334054810715585
86,VI,9,FreePrepaid,18.865221408866187,2,Mexican,14.726250791242993
6,III,20,Monthly,23.39578322968699,2,Japanese,14.304929197748406
76,IV,18,FreePrepaid,16.560419750435273,3,Japanese,9.379054173131475
32,VIII,12,Yearly,29.89691976334688,4,Japanese,8.806436490759616
23,VIII,15,Semestral,35.81810847541773,5,Mexican,12.593395305356811
65,VIII,15,Trimestral,21.663507178736154,2,French,7.229399357207447
51,VIII,13,Semestral,46.27687977751998,2,Mexican,6.6932961879883655
27,VIII,18,Semestral,18.176908155803293,3,Indian,12.660888878612129
26,V,19,Semestral,30.173695909331332,3,Mexican,8.759457206512593
75,III,15,Semestral,19.59809574361205,3,Italian,6.476011435074277
99,III,13,Trimestral,29.997579801608993,3,Indian,10.131932891219872
58,V,18,FreePrepaid,22.981197821200272,5,Asian,7.048235860414821
83,III,19,Monthly,37.14076741528659,3,French,14.111948309105447
3,IV,18,Yearly,37.51222807683754,5,Japanese,11.228572783166083
68,V,5,Monthly,42.95772945129822,2,Asian,7.759747197829904
31,IV,16,Trimestral,24.79793799401307,1,Italian,10.417558403814553
99,V,17,Yearly,27.248852528831492,4,Italian,11.631828846622687
24,VIII,12,FreePrepaid,10.819393293616093,3,Asian,8.230853049456798
91,VIII,16,Trimestral,23.5535909345122,2,French,5.558121077981758
53,VI,20,Monthly,30.07783424961095,1,Japanese,10.619869985403161
64,VI,13,Trimestral,16.90422781885921,4,French,3.6609585525395874
43,VI,8,Monthly,19.499237546031697,5,Japanese,6.0493016042390515
1,II,17,Yearly,18.689450353106324,3,Indian,12.655865657837351
13,I,17,Monthly,40.25353267435514,1,Asian,12.856937024097258
48,VIII,16,Yearly,17.639356504655012,4,Japanese,9.971929553096938
62,I,15,Yearly,24.846245593500942,2,Mexican,8.092830630353728
5,I,24,FreePrepaid,9.205059021968992,6,Indian,15.379139223061006
59,I,18,Semestral,22.476610048406357,3,French,9.09697825125524
19,VI,20,FreePrepaid,36.1479848994382,2,Italian,8.761577183782585
20,VI,16,Semestral,22.446069531733517,4,Italian,6.6939396657954475
5,I,15,Trimestral,15.780715803836767,2,French,12.151712904408638
42,V,18,Semestral,38.30053978360789,4,Mexican,4.4427838500863785
38,V,10,Trimestral,18.64298428736804,3,Mexican,8.385960264396054
58,V,18,Semestral,23.154404850096633,2,Asian,9.999219195264072
36,III,18,Yearly,32.6122880234916,5,Italian,9.099958876722237
87,VI,11,Trimestral,22.100248310255754,3,Mexican,10.682605847314305
53,II,14,Monthly,31.2030230087618,4,Italian,8.209728750366576
85,VI,17,FreePrepaid,37.97261253588256,3,Italian,7.533976572442251
3,VIII,12,Monthly,34.03220045589883,1,French,8.813247646709357
53,III,12,FreePrepaid,17.323052748037753,2,Japanese,9.697580220865047
6,VIII,20,Yearly,16.293897523526496,4,Indian,12.178531044642629
38,I,15,Yearly,24.744157444548563,4,Indian,9.151713169762193
38,I,24,Trimestral,18.715569125085953,5,Italian,12.636706657793855
36,VI,10,FreePrepaid,35.34794532010753,3,Indian,6.821178243611336
62,VI,10,Semestral,25.47181171374158,3,French,14.124185440313891
86,II,14,Trimestral,16.15550726244335,4,Indian,7.246571446141152
49,I,15,FreePrepaid,23.600604607653064,3,Japanese,7.900637789776969
72,IV,18,Yearly,45.38860904812036,3,Asian,11.744996504443094
23,I,15,Monthly,28.382141941396434,3,Mexican,13.856791192072818
93,I,17,Semestral,28.405737571312915,4,Indian,16.045944595256046
24,I,25,Monthly,21.94521223684747,1,Japanese,18.28876066345233
0,IV,23,Yearly,27.890283962579375,4,Indian,6.216943419611811
4,VI,15,Trimestral,9.523472547062461,1,French,11.698323942847752
61,III,12,Trimestral,28.901685555928104,2,Indian,9.474826573790663
74,I,17,Monthly,17.53439951795567,3,Italian,11.382462059859511
70,VI,18,Semestral,8.300564018790173,5,Asian,10.660659778054766
95,IV,9,Semestral,15.96783876772937,5,Italian,6.319711219558444
34,VI,12,Semestral,11.517982496856657,4,Mexican,5.618690341091387
54,VIII,21,Semestral,10.798801752319687,4,Italian,13.25977941016095
33,VI,14,Trimestral,28.03310151373115,4,Asian,12.881852106013795
15,I,13,Semestral,20.507593863555144,4,Indian,10.755307708155788
66,VI,25,Semestral,40.876950266981915,3,Asian,14.960638608951516
52,III,17,Semestral,23.41232775226155,4,Mexican,4.953903646411185
16,V,22,FreePrepaid,21.90171819875284,5,Asian,5.574036609481101
81,V,15,Monthly,47.48539727589535,3,Japanese,7.646025628947726
84,V,16,Monthly,46.26890682863488,1,Mexican,12.201347730169768
9,III,11,Monthly,26.938071393882062,4,French,7.179456176811536
4,III,17,Semestral,30.68817159800824,3,Italian,4.4885534457036265
74,I,18,FreePrepaid,21.42894079616865,4,Mexican,12.879067629305885
69,VI,14,Yearly,25.44743750087459,2,Italian,4.0739505651851236
20,VIII,15,Yearly,47.59292156379915,3,French,8.220273157885249
34,I,18,Semestral,19.37603413030559,4,Italian,10.208651907744917
42,IV,13,Yearly,38.29901182877394,2,Italian,2.8193885302393946
56,IV,13,FreePrepaid,23.921301689452704,3,French,15.509435857886363
15,VIII,14,Semestral,40.07279148010999,3,Italian,16.624281830866806
69,II,16,Yearly,15.670680008432997,4,Asian,7.885918035203016
59,VIII,10,Semestral,23.829906311212255,2,Mexican,12.51115428577704
38,I,12,Monthly,36.32209349988264,6,Japanese,11.139013588233418
46,II,20,FreePrepaid,35.46186796165732,3,French,13.068052145170775
31,II,10,Monthly,36.01899413458552,1,Mexican,16.386289788532913
63,II,8,Trimestral,35.74129246191052,2,French,9.536669360421651
81,IV,8,Trimestral,32.58156575661345,4,Asian,10.37202587517792
43,V,14,FreePrepaid,19.103463694358048,3,Indian,6.516858031462259
99,IV,16,FreePrepaid,30.158186923875927,4,Asian,6.978732660425351
14,I,16,Yearly,32.72564034372733,2,Italian,9.518430855076906
54,V,10,Trimestral,37.36565369281461,2,French,12.916466952382917
75,I,13,Yearly,20.663828788560323,3,Indian,8.458044948129949
82,VIII,17,Semestral,31.5562921650558,3,Japanese,9.009898468802042
67,IV,24,Semestral,28.060341908213285,2,Mexican,10.685208432835037
90,VI,6,FreePrepaid,37.497655264630296,2,Indian,13.708482749893221
92,VIII,18,Trimestral,16.650521515115063,2,Asian,14.983574493030492
6,I,17,FreePrepaid,26.1785699618288,1,Japanese,13.624000601354357
24,II,10,Yearly,21.19700543782042,1,Japanese,8.99881655147824
68,IV,19,Semestral,24.405251289891925,3,Mexican,7.906363957439536
4,VIII,8,Monthly,26.666513853576607,4,Asian,12.647906074185961
37,V,20,Semestral,23.359897064644915,7,Italian,12.297092719670749
87,I,17,Yearly,23.471497257871317,7,Italian,9.042220469404636
77,I,9,Monthly,22.14514683542461,2,Japanese,11.723083948373027
41,I,16,Semestral,8.476470165218174,4,Indian,11.360761849479188
58,IV,11,FreePrepaid,21.8885058767685,2,Indian,3.517750557834293
32,VI,11,Yearly,17.609207671229264,5,French,12.305080251607176
40,VIII,14,Monthly,15.95023430227184,1,Mexican,6.373955533202867
76,II,16,FreePrepaid,27.50130118858933,3,French,7.744872893799915
94,II,17,Trimestral,34.05990891914178,3,Japanese,2.439688353426969
42,VI,28,Semestral,20.17516143518408,2,Mexican,11.076586898235009
52,IV,13,Monthly,13.898394487126621,5,Mexican,8.947792084783655
87,VI,14,Trimestral,18.01908150726755,4,Italian,12.627888156801404
59,III,17,Monthly,30.378200627544295,1,Asian,3.6179544668551937
76,VIII,13,Semestral,34.88458376218164,1,Italian,7.566212551495502
17,I,22,FreePrepaid,37.68772908164846,2,French,10.007377009349335
69,VIII,10,Semestral,14.705753231504119,6,Mexican,10.992838186389008
71,VIII,12,Semestral,17.88513627790889,3,Italian,6.697680533058136
22,III,18,Yearly,24.945130159613115,3,Italian,13.250685075401966
34,VIII,12,Monthly,20.647185623570596,1,Indian,12.336127964549435
2,IV,16,Monthly,46.10551705722341,4,Japanese,11.473358737616987
43,IV,11,Yearly,16.715383985943213,1,Italian,15.27316662086508
87,IV,12,Yearly,17.57071950641219,7,Mexican,9.094317914940627
5,V,12,Semestral,23.398910308136575,4,French,10.680550394190282
17,VIII,23,FreePrepaid,32.77160773079516,1,Mexican,16.886166335107195
97,III,18,FreePrepaid,27.254447566622407,3,Mexican,12.490981695186445
72,II,8,Semestral,30.859222840430203,4,Mexican,6.570950323280377
45,I,11,Trimestral,20.02074906406134,2,Italian,10.065268134454909
49,IV,17,FreePrepaid,30.90014540690732,4,Italian,11.744095504139578
96,V,20,Semestral,25.723637459334388,4,Japanese,9.121198308832618
31,I,14,Trimestral,25.2013333700786,3,Mexican,6.592782064817618
62,III,7,Yearly,17.810558688641834,4,Mexican,9.724350856752762
80,IV,11,Monthly,15.99757420855728,3,Asian,11.325697735347436
78,II,20,FreePrepaid,31.769368283791927,2,Asian,12.714855254580762
37,VIII,11,Yearly,16.96492852040424,3,Indian,13.654576982374403
75,IV,17,Yearly,19.74147670030871,3,French,10.418589557057654
44,I,6,Trimestral,29.45384072258898,3,Italian,8.826693542275311
62,III,10,Yearly,12.741681224045422,1,Indian,13.302807345449134
0,VI,9,Semestral,28.489239863210347,2,Asian,11.105378155936883
46,VIII,17,Monthly,19.837856751820873,3,Asian,10.29365837773372
63,V,10,Trimestral,39.285314882161146,2,Italian,13.000601801862144
11,VIII,17,FreePrepaid,13.730451508808896,1,Mexican,7.16049742391456
68,III,17,Trimestral,20.460341592687406,1,Indian,12.144843756610172
82,I,15,Yearly,21.096808280998147,1,French,12.116744605865133
17,IV,14,Trimestral,43.44570303007334,3,Japanese,3.4507094247357424
70,III,19,Semestral,18.714676681913083,3,Japanese,11.712029501053037
84,III,22,FreePrepaid,15.517864878799054,5,Indian,4.46234043820705
63,IV,11,Semestral,21.507303329052373,1,Asian,9.023949683503737
90,V,12,FreePrepaid,16.698138124687382,4,Asian,10.708582335810249
90,VI,14,Yearly,36.1303636985577,4,Asian,11.329237603396518
56,IV,20,Trimestral,31.00147545407573,2,French,12.737495389175443
44,V,21,Semestral,20.8225060486448,4,Japanese,8.29539457416127
86,VIII,20,FreePrepaid,40.9338600160966,2,Italian,8.788401257339466
22,I,13,Trimestral,40.14237750393889,3,Mexican,10.494542035911415
92,III,23,FreePrepaid,24.239074617554113,3,French,9.773504090922273
46,III,16,Monthly,28.93350572657438,4,Asian,5.34668111703799
75,VI,13,Yearly,24.253470563871677,3,Mexican,8.452424612452191
25,VI,19,Semestral,25.592515521202134,4,Indian,14.024989745210625
44,VIII,22,Semestral,16.15856340257912,2,Japanese,13.189040417212224
7,I,13,FreePrepaid,23.977051869964754,1,Italian,9.374226139439047
32,VIII,16,FreePrepaid,9.078462426708022,3,Japanese,14.197124232448637
94,I,18,Yearly,24.716572768703287,3,Japanese,12.244495399286452
80,II,16,Yearly,29.962064408725396,6,Mexican,15.933415507194592
28,I,18,Trimestral,27.829469856856715,2,Italian,11.500582784518931
93,II,13,Semestral,13.946327390253783,3,Italian,11.025789957321452
60,VIII,9,Yearly,18.154274712649254,3,Indian,6.51040962450373
15,V,14,Semestral,37.91721841628754,1,Mexican,6.7513862802462
27,I,13,Yearly,26.984891769778596,3,Mexican,8.585035795446151
77,I,11,Trimestral,8.885010020671466,3,French,7.606855913630374
41,VI,17,FreePrepaid,25.54225015998078,2,French,14.35008495844669
88,IV,24,Monthly,44.90786999181056,3,Mexican,12.726936844839686
40,I,20,FreePrepaid,22.772613892275558,2,Indian,9.736148428472259
14,I,13,Trimestral,8.526711010576854,3,Italian,14.683353887673123
61,V,20,Trimestral,1.0912266720926773,2,Mexican,10.513951756497978
71,V,16,Yearly,25.266825281961964,1,Japanese,13.100331268394948
70,VI,18,Trimestral,37.155664023120266,2,Mexican,8.887385818230232
38,I,16,Trimestral,22.261332683702214,2,Japanese,7.422749502995089
59,IV,19,Yearly,29.024060678302796,1,Indian,13.872646082403897
69,IV,19,Trimestral,35.44236002552481,1,Mexican,13.028720222979791
22,I,19,Semestral,35.83239378931427,2,Mexican,5.78723526967918
26,V,14,FreePrepaid,19.613484605625242,3,Japanese,9.753440087220731
13,VIII,16,Semestral,20.66221492570046,2,French,13.12936901027584
87,III,16,FreePrepaid,43.89173347662695,3,Asian,16.238455035181154
49,VI,11,Semestral,9.421641105962664,4,Italian,11.61157126059829
29,V,17,FreePrepaid,23.377975068904902,4,Japanese,2.8733710946359645
88,III,14,FreePrepaid,23.65805110980077,3,French,11.79066589428395
24,II,15,Trimestral,34.19561926612441,1,Italian,12.174149346439364
78,VI,10,Yearly,16.735595722746403,5,French,8.101917243540324
62,I,15,FreePrepaid,20.403603449443672,3,Italian,14.230116402570298
68,VI,11,Semestral,16.599419868728813,2,Mexican,11.4219125904766
2,VI,8,Monthly,40.398328432936665,5,Asian,8.483330626937477
65,II,20,Trimestral,40.54027545945207,2,Italian,12.887815955036302
36,II,14,Monthly,20.398497455482623,2,French,9.015886075017457
79,IV,14,Yearly,28.625152932884593,2,Asian,6.898289750728816
47,II,16,Semestral,39.59382127302429,2,Italian,8.444844241502121
34,VI,20,Semestral,22.60737781380772,1,Italian,6.087633048228387
59,II,13,Semestral,27.62614041799855,4,Asian,10.3724973178281
87,I,19,Yearly,15.998678797407633,4,Japanese,10.128115908016733
87,II,17,Trimestral,12.193065576504631,5,French,8.638077896890351
3,VIII,16,Trimestral,42.5295151904036,3,Italian,15.219748573583892
22,II,14,FreePrepaid,10.516950701761074,3,French,12.62322137224291
22,IV,14,Monthly,21.394362928669555,5,Indian,7.21627577728348
97,IV,19,FreePrepaid,33.75194103752474,4,Asian,12.075661803331379
27,VI,13,Monthly,18.480010123606768,2,Indian,11.323652395729642
86,IV,20,FreePrepaid,32.861287854390476,1,Japanese,14.747453500413311
60,III,13,Monthly,36.38113657844558,5,Asian,9.772750016324698
76,VI,21,Yearly,38.60339902413579,1,Indian,7.424626686918028
24,V,9,FreePrepaid,20.649055661032783,3,French,12.295303159826174
26,III,16,FreePrepaid,36.009523684674,3,Mexican,12.81118515817336
72,II,20,Yearly,16.53844305187214,2,Indian,10.785120027496694
71,V,15,FreePrepaid,15.113613507716083,4,French,16.010230151156406
83,III,10,Yearly,23.37874700020193,3,Japanese,9.193455586255105
34,I,11,Semestral,15.924393942783507,5,Japanese,9.030157362504688
28,V,20,Semestral,19.238263910576006,5,Japanese,9.870295356182881
12,V,24,Trimestral,31.71382980370763,5,Asian,8.721587915261386
53,VIII,15,Semestral,31.113697263184456,3,Asian,11.963586680132183
98,VI,22,Semestral,12.111527440561957,2,Italian,10.843901780047263
62,IV,13,Semestral,34.21368854611477,3,Japanese,9.153996289135357
82,II,19,Trimestral,24.338501520159507,3,Japanese,5.594191779274873
69,V,17,Semestral,19.817401009985986,6,Italian,9.390370738128606
4,VI,15,Yearly,37.05332767255189,2,Italian,14.001466100380632
62,III,17,Semestral,19.53542697767983,2,Indian,12.353341274155616
54,II,25,Trimestral,20.053884182252027,4,Indian,13.802253178314258
70,III,12,Semestral,19.223222839602712,3,French,6.8224637278732185
82,I,14,Trimestral,27.279727249482494,1,Japanese,10.502198104667544
0,V,13,Trimestral,17.27772696017079,3,Indian,5.118665377473306
82,II,9,Monthly,27.302016559964905,4,Indian,7.5066568563470355
11,I,14,Semestral,-1.3767094700511464,2,Mexican,17.82584869683552
69,VIII,10,FreePrepaid,31.94631843902581,3,French,12.828461257854313
46,III,17,Yearly,40.437715981591154,2,Indian,3.705469138632669
34,II,17,Semestral,38.28726296165772,1,Indian,13.851835696262897
71,I,20,FreePrepaid,41.93147072545919,2,Asian,14.410658574705892
77,VI,11,Monthly,28.571806429893275,2,Italian,13.164405566035278
33,III,13,Yearly,18.536785039043345,3,Mexican,11.25771071019992
77,I,17,Yearly,31.072862995079717,5,Italian,8.07891729148765
56,V,19,Semestral,18.30727491859561,3,French,4.926872791470604
5,III,11,FreePrepaid,13.624098648485052,1,French,8.276945751156962
63,II,11,Monthly,10.902699290618882,1,French,6.4924334212525885
73,IV,14,FreePrepaid,42.589112345242796,2,Indian,11.408229285377445
49,VIII,15,FreePrepaid,16.74763717521448,4,Asian,8.936021313686057
47,VI,11,Yearly,22.774128462497725,3,Italian,10.946078395558438
2,I,18,Semestral,13.959385556185847,5,Asian,10.821788260142945
32,V,22,Trimestral,35.8927496615341,2,Mexican,11.85848245269213
14,V,20,Monthly,26.275122878845153,4,Indian,10.603171862977888
27,V,16,FreePrepaid,18.891677660276287,2,Japanese,8.072568394382925
40,IV,17,Trimestral,25.35118542453911,5,French,9.639794001628864
5,III,17,Trimestral,15.313683197066092,3,Indian,12.85344144294594
54,VIII,9,Semestral,38.8407613858935,3,Indian,9.652448732773028
69,IV,15,Trimestral,17.666797418792324,2,French,5.855590217681279
68,II,17,Monthly,38.71950037905533,1,Asian,10.791740293844038
41,VI,15,Monthly,23.855793743713456,2,Asian,8.185904039839368
96,IV,15,Monthly,15.642177374059209,2,Italian,12.786194090244106
63,III,20,Yearly,34.509851217509926,1,Indian,6.819086278174273
97,II,14,Trimestral,21.203597419685888,2,Asian,4.596043715060333
51,IV,16,Trimestral,24.70581232632296,3,Indian,14.472557219162585
93,I,16,Monthly,42.85316364326263,4,Indian,11.71731893228486
4,I,18,Semestral,24.29039086819279,3,Indian,7.650105115358441
70,III,12,Monthly,28.79040517365417,2,Japanese,10.01378091503639
11,I,17,Yearly,35.37531128048025,4,French,3.600527428014723
65,I,14,Semestral,35.82851869530996,3,Mexican,8.399150747780924
50,II,16,Yearly,24.711732308248425,4,Indian,4.15699841753103
19,IV,11,FreePrepaid,8.027305592629908,2,Italian,13.628648870872977
7,VIII,12,Semestral,17.123165064042624,3,Asian,13.688337540674816
18,VI,15,Yearly,15.749091249265613,2,Italian,9.906626415289875
0,III,16,FreePrepaid,29.688178860225605,3,Mexican,5.422653383294855
50,VI,13,Trimestral,29.03612413149335,3,Asian,11.657400332595756
6,IV,16,Monthly,22.811077240720984,3,French,13.079614160903358
81,VI,12,Monthly,19.733075972213694,3,Japanese,11.81817387623615
88,III,9,Monthly,24.501782760297015,5,French,10.466188877490554
38,III,14,Yearly,15.56812801184131,4,French,9.554321765030634
10,II,17,Semestral,27.98638363690415,2,French,12.23564304433364
11,IV,14,Monthly,29.86984546620712,5,Indian,10.723879021515893
3,IV,6,Trimestral,15.073453691268943,1,Mexican,12.86486201649968
75,V,20,Semestral,41.113740397998335,2,Japanese,10.503178452881619
93,V,15,Monthly,23.985608984641257,2,Indian,8.35454973086139
54,I,12,FreePrepaid,30.514838962668513,1,Japanese,11.257243739598676
32,V,15,Trimestral,8.888170471112005,3,Indian,7.42294711684117
37,V,18,Monthly,18.38508643696438,2,Asian,9.113482896466968
85,VIII,14,Yearly,22.09201131489972,5,Japanese,11.828966206649945
37,V,13,Semestral,20.06796809057692,6,Japanese,7.272954368151558
67,V,15,Trimestral,31.047833310248404,3,Indian,9.81176283069153
20,I,12,Yearly,27.049208689838427,2,Asian,13.325432005136392
94,I,16,Yearly,19.103810698191005,5,Japanese,15.024481277303295
8,I,12,Monthly,19.401422991996434,2,Indian,9.367493038191624
32,VIII,14,Semestral,34.89806294518938,5,Mexican,13.472748711379507
37,VI,13,FreePrepaid,31.985650891666676,2,Japanese,10.46060532629237
83,VI,17,Semestral,1.7014936477585714,4,Japanese,4.384051512373348
22,V,19,Trimestral,20.154916422305202,2,Japanese,9.729115454478082
39,II,20,Yearly,27.633577113619314,6,Asian,11.145623061814227
73,V,11,Semestral,11.462692670443067,3,Asian,13.591366623812961
69,II,20,Monthly,11.455808782671948,4,Mexican,14.307388064980334
62,IV,18,Semestral,33.73260722504239,4,French,15.459869241768502
43,II,21,Yearly,-0.01674591529567948,4,Asian,10.81373142567503
13,V,18,Monthly,35.15745635989023,3,French,5.012648744352127
49,IV,21,Yearly,19.257271301427092,3,Italian,12.344860110650327
33,IV,15,FreePrepaid,26.355494527566336,1,French,14.10147983825237
44,IV,17,Semestral,17.096571795736644,5,Japanese,10.13309337336394
76,III,15,Semestral,25.385093797277907,2,Asian,5.081193874626232
70,III,7,Yearly,39.171690328934744,2,Indian,11.936827440211644
35,IV,15,FreePrepaid,7.374495453177914,2,Asian,10.82363172097788
90,V,15,Semestral,18.335118696660572,4,Indian,6.379793361324302
89,VIII,11,FreePrepaid,38.891288224486274,1,Japanese,6.889284772416978
51,II,15,FreePrepaid,25.715319019091556,1,Indian,5.313901356423871
12,IV,14,Monthly,26.953722245718087,6,Asian,7.804144866857698
46,VI,14,Trimestral,31.213621547388463,4,Asian,9.346546726145203
30,I,13,Monthly,21.506003629392026,5,Indian,13.60016509273149
68,V,20,Yearly,22.2586011696063,3,French,7.373429147383393
23,II,13,Trimestral,11.319317338761314,2,Asian,6.933365787425453
60,VI,15,Semestral,29.696182387871396,5,Asian,11.52174352124035
11,VIII,13,FreePrepaid,37.131493606384225,2,Mexican,13.837254703774613
89,I,14,Trimestral,26.69288795820506,5,Italian,6.063770323611401
98,V,11,Semestral,27.07413498403813,2,Indian,12.981043426419488
7,VI,18,Trimestral,27.108420849377485,3,Italian,3.6754359430141665
49,II,19,Semestral,29.72112340461549,1,Japanese,14.601613653645556
77,IV,16,Trimestral,23.063395371342697,2,Italian,9.107335401969204
